1,1,1,1,1,1,1,1,1;1,1,1,0,1,1,1,1,1;1,1,1,0,0,1,1,0,1;10
1,1,1,1,1,1,1,1,1;1,1,1,1,1,1,1,1,1;1,1,1,0,0,1,1,0,1;10
1,1,1,1,1,1,1,1,1;0,1,1,0,1,1,1,1,1;1,1,1,1,0,1,1,0,1;10
1,1,1,1,1,1,1,1,1;1,1,1,0,1,0,1,1,1;1,1,1,0,0,1,1,1,1;10
0,0,0,0,0,0,0,0,0;0,1,1,0,0,1,0,0,1;1,1,1,1,1,1,0,1,1;10
1,1,1,1,1,1,1,1,1;1,0,0,1,1,0,1,1,0;0,0,0,0,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;1,0,0,0,1,0,1,1,0;0,0,0,0,0,0,1,1,0;10
1,1,1,1,1,1,1,1,1;1,0,0,0,1,0,1,1,0;1,0,0,0,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;1,0,0,0,1,0,1,1,0;0,0,1,0,0,0,1,0,0;10
1,0,0,1,0,0,0,0,0;1,0,0,1,1,0,0,1,0;1,1,0,1,0,0,0,0,0;10
0,1,1,0,1,1,1,1,1;0,1,1,0,0,1,1,0,1;0,0,1,0,1,1,1,1,1;10
0,1,1,0,1,1,1,1,1;0,1,1,0,0,1,1,0,1;1,0,1,0,1,1,1,1,1;10
0,1,1,0,1,1,1,0,1;0,1,1,0,0,1,1,0,1;0,0,1,0,1,1,1,1,1;10
0,1,1,0,1,1,1,1,1;0,1,1,0,0,1,1,0,1;0,0,1,1,1,1,1,1,0;10
0,1,1,0,1,1,1,1,1;0,1,1,0,0,1,1,1,1;0,1,1,1,1,1,1,0,0;10
1,0,0,1,0,0,0,0,0;1,0,0,1,1,0,0,0,0;1,0,0,0,0,0,0,1,1;10
1,0,0,1,0,0,1,0,0;1,0,0,1,1,0,0,0,0;1,0,0,0,0,0,0,0,1;10
1,0,1,1,0,0,0,0,0;1,0,0,1,1,0,0,0,0;0,0,0,0,0,0,0,1,1;10
1,0,0,0,0,0,0,0,0;1,0,0,1,1,0,0,0,0;1,0,0,0,0,0,0,1,1;10
0,0,0,1,0,0,0,0,0;1,0,0,1,1,0,1,0,0;1,1,0,1,1,0,1,0,0;10
1,1,1,0,1,1,1,1,1;0,1,1,0,0,1,0,1,1;0,0,1,0,0,1,0,1,1;10
1,1,1,0,1,1,1,1,1;0,1,1,0,0,1,0,1,1;0,0,1,0,0,1,1,1,1;10
1,1,1,1,1,1,1,1,0;0,1,1,0,0,1,0,1,1;0,0,1,0,0,1,0,1,1;10
1,1,1,0,1,1,0,1,1;0,1,1,0,0,1,0,1,1;0,0,1,0,1,1,0,1,1;10
0,1,1,0,1,1,0,0,0;0,0,0,0,0,1,0,0,0;0,0,0,0,0,1,0,0,0;10
1,0,0,1,0,0,1,1,1;1,1,1,1,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,0,0,1,0,1,1,1,1;1,1,1,1,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,0,0,1,0,0,0,1,1;1,1,1,1,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,0,0,1,0,0,1,1,1;1,1,1,0,1,0,1,1,1;1,1,1,1,1,1,1,1,1;10
0,0,0,0,1,1,1,1,1;0,0,1,0,1,1,0,1,1;0,1,1,0,1,1,0,1,1;10
1,1,1,1,0,0,0,0,0;1,1,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;10
1,1,1,1,0,0,1,0,0;1,1,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;10
1,0,1,1,0,0,0,0,0;1,1,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;10
1,1,1,1,0,0,0,0,1;1,1,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;0,0,1,0,1,1,1,1,1;0,0,0,1,1,0,1,1,1;10
0,0,0,0,0,0,0,0,0;1,1,0,1,0,0,0,0,0;1,1,1,0,0,1,0,0,0;10
0,0,0,0,0,0,0,0,0;1,1,0,1,0,0,0,0,0;1,1,0,0,0,1,0,0,0;10
0,0,0,0,1,0,0,0,0;1,1,0,0,0,0,0,0,0;1,1,0,0,0,1,0,0,0;10
0,0,0,0,0,0,0,0,0;1,1,0,1,0,0,0,1,0;1,0,1,0,0,1,0,0,0;10
0,1,1,0,0,1,0,0,0;0,1,1,0,1,1,0,1,1;0,1,1,0,1,1,0,0,1;10
1,0,0,1,1,0,1,1,1;1,0,0,1,0,0,1,0,0;1,0,0,1,0,0,1,1,0;10
1,1,0,1,1,0,1,1,1;1,0,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;10
1,0,0,1,1,0,1,1,1;1,0,0,1,0,0,1,0,0;0,0,0,1,0,0,1,1,0;10
1,0,0,1,1,0,1,1,1;1,0,0,1,0,0,1,1,0;1,0,0,1,0,0,1,0,0;10
1,0,0,1,1,1,1,1,1;1,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,0;10
0,1,1,0,0,0,0,0,0;0,1,1,0,1,0,1,1,1;1,1,1,1,1,1,1,1,1;10
0,1,1,0,1,0,0,0,0;0,1,1,0,1,0,1,1,1;1,1,1,1,1,1,1,1,1;10
1,1,1,0,0,0,0,0,0;0,1,1,0,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
0,1,1,0,0,0,0,0,0;0,1,1,0,1,1,1,1,1;1,1,1,1,1,1,1,1,1;10
0,0,0,0,0,0,1,0,0;1,1,0,1,1,1,1,1,0;1,0,0,1,1,0,1,1,0;10
1,1,1,1,1,1,0,1,1;0,0,1,0,0,0,0,0,1;0,1,1,0,0,1,0,0,1;10
1,1,1,1,1,1,0,1,1;0,0,1,0,0,0,0,1,1;0,1,1,0,0,1,0,0,1;10
1,1,1,1,1,1,0,0,1;0,0,1,0,0,0,0,0,1;0,1,1,0,0,1,0,1,1;10
1,1,1,1,1,0,0,1,1;1,0,1,0,0,0,0,0,1;0,1,1,0,0,1,0,0,1;10
0,0,1,0,0,1,1,1,1;0,1,1,0,1,1,0,0,1;0,1,1,0,1,1,1,1,1;10
1,1,0,1,1,0,0,0,0;1,0,0,1,0,0,1,1,0;1,0,0,1,0,0,0,0,0;10
1,1,0,1,1,0,0,0,0;1,0,0,1,0,0,1,1,0;1,0,0,0,0,0,0,1,0;10
0,1,0,1,1,0,0,0,0;1,0,0,1,1,0,1,1,0;1,0,0,1,0,0,0,0,0;10
1,1,0,1,1,0,0,0,0;1,0,0,1,1,0,1,1,0;1,0,0,1,0,0,0,0,0;10
0,0,0,0,0,1,1,1,1;0,0,0,1,0,1,1,1,1;0,0,0,1,0,1,1,1,1;10
1,1,1,1,1,0,0,0,0;1,1,1,0,1,0,0,0,0;1,1,1,0,1,0,0,0,0;10
1,1,1,1,1,0,1,0,0;1,1,1,0,1,0,0,0,0;1,1,0,0,1,0,0,0,0;10
1,1,1,1,0,0,0,0,0;1,1,1,0,1,0,0,0,0;1,1,1,0,1,0,0,0,0;10
1,1,1,1,1,0,1,0,0;0,1,1,0,1,0,0,0,0;1,1,1,0,1,0,0,0,0;10
0,0,0,0,0,0,0,0,0;0,0,1,0,1,1,1,1,1;1,0,0,1,1,0,1,1,1;10
1,1,1,1,1,1,1,1,1;1,1,0,1,0,0,0,0,0;0,1,1,0,0,1,0,0,0;10
1,1,1,1,1,1,1,1,1;0,1,0,1,0,0,0,0,1;0,1,1,0,0,1,0,0,0;10
1,1,1,1,1,1,1,1,1;0,1,0,1,0,0,0,0,0;0,1,1,0,0,1,0,0,0;10
1,1,1,1,1,1,1,1,1;1,1,1,1,0,0,0,0,0;0,1,1,0,0,1,0,0,0;10
1,1,1,1,1,1,1,1,1;0,1,0,0,1,1,1,1,1;0,0,0,0,1,1,1,1,1;10
0,0,0,0,0,0,0,0,0;1,0,1,1,0,0,0,0,0;1,1,1,1,0,0,0,0,0;10
0,0,1,0,0,0,0,0,0;1,0,1,1,0,0,0,0,0;0,1,1,1,0,0,0,0,0;10
0,0,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,1;1,1,1,1,0,0,0,0,0;10
0,0,0,0,0,0,0,0,0;1,0,1,1,0,0,0,0,1;1,0,1,1,0,0,0,0,0;10
0,0,0,0,0,0,0,0,0;0,0,0,0,1,0,0,1,0;0,0,0,0,1,1,0,1,1;10
1,1,1,1,1,1,1,1,1;1,1,1,1,0,1,1,0,1;1,1,1,1,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;1,1,1,1,0,1,1,0,1;0,1,1,1,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;1,1,1,0,0,1,1,0,1;1,1,1,1,1,0,1,0,0;10
0,1,1,1,1,1,1,1,1;1,1,1,1,0,1,1,1,1;1,1,1,1,0,0,1,0,0;10
1,1,1,1,1,1,0,1,1;1,0,1,0,1,1,0,0,1;0,0,1,0,0,0,0,0,0;10
0,0,0,0,0,0,1,0,0;0,1,0,1,0,0,1,1,0;1,1,0,1,1,1,1,1,1;10
1,0,0,0,0,0,1,0,0;0,1,0,1,0,0,1,1,0;1,1,0,1,1,1,1,1,1;10
0,0,0,0,0,0,1,0,0;0,1,0,1,0,1,1,1,0;1,1,0,0,1,1,1,1,1;10
1,0,0,0,0,0,0,0,0;0,1,0,1,0,0,1,1,0;1,1,0,1,1,1,1,1,1;10
0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,1,0;0,1,1,0,1,1,0,1,0;10
1,1,1,1,1,1,1,1,1;1,1,0,1,1,0,1,0,1;1,0,0,1,0,0,1,0,1;10
1,1,1,1,1,1,1,1,1;1,0,0,1,1,0,1,0,1;1,0,0,1,0,0,1,1,1;10
1,1,1,1,1,1,0,1,1;1,1,0,1,1,0,1,0,1;1,0,0,1,0,1,1,0,1;10
1,1,1,1,1,1,1,1,1;1,1,0,1,1,1,1,0,1;1,0,0,1,0,0,1,0,1;10
1,1,1,1,1,0,0,0,0;1,1,1,1,1,0,1,1,0;1,1,1,1,1,1,1,0,0;10
0,0,0,0,0,1,1,1,1;0,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,1,1;10
0,0,0,0,0,0,1,1,1;0,0,0,0,0,1,0,1,1;0,0,0,0,0,0,0,1,1;10
0,0,0,1,0,1,1,1,1;0,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,1,1;10
0,0,0,0,0,1,1,1,1;1,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,1,1;10
1,1,1,1,1,1,0,0,1;1,1,1,1,1,1,1,1,0;0,0,1,0,1,0,1,0,0;10
0,0,0,0,0,0,1,1,0;0,0,0,0,0,0,0,0,1;1,1,0,1,0,1,0,1,1;10
0,0,0,1,0,0,1,1,0;0,0,0,0,0,0,0,0,1;1,1,0,1,0,1,0,1,1;10
0,0,0,0,0,0,1,1,1;0,0,0,0,0,0,0,0,1;1,1,0,1,0,1,0,1,1;10
0,0,0,0,0,0,1,1,0;0,0,1,0,0,0,0,0,0;1,1,0,1,0,1,0,1,1;10
0,0,1,0,0,1,0,0,0;0,1,1,0,1,1,0,1,0;1,1,1,1,1,1,1,1,1;10
1,1,0,1,1,0,1,1,1;1,0,0,1,0,0,1,0,1;0,0,0,0,0,0,0,0,0;10
1,1,0,1,1,0,1,1,1;1,0,1,1,0,0,1,0,1;0,0,0,0,0,0,0,0,0;10
1,1,0,1,0,0,1,1,1;1,0,0,1,0,0,1,0,1;0,0,0,0,0,0,0,0,0;10
1,1,0,1,1,0,1,1,1;1,0,0,1,0,0,1,0,1;0,0,0,0,0,0,1,0,0;10
0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,1;1,1,1,0,1,1,0,1,1;10
1,1,1,1,1,1,1,1,1;0,0,1,1,1,1,1,1,0;0,0,0,1,0,0,1,0,0;10
1,1,1,1,0,1,1,1,1;0,0,1,1,1,1,1,1,0;0,0,0,1,0,1,1,0,0;10
1,1,1,1,1,1,1,1,1;0,0,0,1,1,1,1,1,0;0,0,0,1,0,1,1,0,0;10
1,1,1,1,1,1,1,1,1;0,0,0,1,1,1,1,1,0;0,0,0,1,0,0,1,0,0;10
1,1,1,1,1,1,1,1,1;1,1,0,1,1,0,1,1,1;1,0,0,0,0,0,0,0,0;10
0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0;0,1,1,1,1,1,1,1,1;10
0,0,0,0,0,0,0,0,0;0,0,1,0,1,1,0,0,0;0,1,1,0,1,1,1,1,1;10
0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,1,0;0,0,1,1,1,1,1,1,1;10
0,0,1,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0;0,1,1,1,1,1,1,1,1;10
0,0,0,1,0,0,0,0,0;1,1,1,1,1,1,0,0,0;1,1,1,1,1,1,1,0,0;10
1,1,1,0,1,1,1,1,1;0,0,0,0,0,0,1,1,1;0,0,0,0,0,0,0,1,1;10
1,1,1,0,1,1,1,1,1;0,0,0,0,0,1,0,1,1;0,0,0,0,0,0,0,1,1;10
1,1,1,0,1,1,1,1,1;0,0,0,0,1,0,1,1,0;0,0,0,0,0,0,0,1,1;10
1,1,1,0,1,1,1,1,1;0,0,0,0,0,0,1,1,1;0,0,1,0,0,0,0,1,0;10
1,1,1,1,1,1,0,0,0;1,1,1,1,1,0,0,0,0;1,1,1,0,0,0,0,0,0;10
0,0,0,0,0,0,1,1,1;0,0,0,0,0,1,1,1,1;0,0,0,1,1,1,1,1,1;10
0,0,0,1,0,0,1,1,1;0,0,0,0,0,1,1,1,1;0,0,0,1,1,0,1,1,1;10
0,1,0,0,0,0,1,1,1;0,0,0,0,0,0,1,1,1;0,0,0,1,1,1,1,1,1;10
0,0,0,0,0,0,1,1,1;0,0,0,0,0,1,1,1,1;0,0,0,1,1,0,1,1,1;10
0,0,0,0,0,1,0,0,1;0,0,0,0,1,1,0,0,1;0,0,0,0,1,0,0,0,1;10
1,1,1,1,1,0,1,1,0;1,1,1,1,0,0,1,1,0;1,1,1,1,0,1,1,1,0;10
1,1,1,1,1,0,1,1,1;1,1,1,1,0,0,1,1,0;1,1,1,1,0,1,1,1,0;10
1,1,1,1,1,0,1,1,0;0,1,1,1,0,0,1,1,0;1,1,1,1,0,1,1,1,0;10
1,1,1,1,1,0,0,1,0;1,1,1,1,0,0,1,1,0;1,1,1,1,0,1,1,1,0;10
1,1,1,1,1,1,1,1,1;0,0,1,1,1,1,0,1,1;1,0,0,1,1,1,0,0,1;10
0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,1,0,0;0,1,1,0,0,0,1,1,0;10
0,0,1,0,0,0,0,0,0;1,0,0,0,0,0,1,0,0;0,1,1,0,0,0,1,1,0;10
0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,1,0,0;0,1,1,0,0,0,0,1,1;10
0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,1,0,0;0,1,1,1,0,0,1,1,0;10
1,1,1,1,1,1,1,1,1;1,1,1,1,1,1,0,1,0;0,0,1,1,1,1,0,0,0;10
0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,1;1,1,0,0,0,0,1,1,1;10
0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,1,0,1;1,1,0,0,0,0,1,1,1;10
0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,1;1,0,0,0,0,1,1,1,1;10
0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,1;1,1,0,0,0,0,1,1,0;10
0,0,0,1,0,0,1,0,0;1,1,0,1,1,0,1,1,1;0,0,0,1,1,1,1,1,1;10
1,1,1,0,1,1,0,1,1;0,0,1,0,0,1,0,0,0;1,1,1,0,0,0,0,0,0;10
1,1,1,0,1,0,0,1,1;0,0,1,0,0,1,0,0,0;1,1,1,0,0,0,1,0,0;10
1,1,1,0,1,1,0,1,1;0,0,1,0,0,1,0,1,0;1,1,1,0,0,0,0,0,0;10
1,1,1,0,1,1,0,1,1;0,0,1,0,0,1,0,0,0;1,1,1,0,0,1,0,0,0;10
1,1,1,1,1,1,0,0,1;1,1,1,0,1,1,0,0,1;0,1,1,0,0,1,0,0,0;10
0,0,0,0,0,0,1,1,0;0,0,0,1,0,0,1,1,0;1,0,0,1,1,0,1,1,1;10
0,0,0,1,0,0,1,1,0;0,0,0,1,0,0,1,1,0;1,0,0,1,1,0,1,1,0;10
0,0,0,0,0,0,1,1,0;0,0,0,1,0,0,1,1,0;0,0,0,1,1,1,1,1,1;10
0,0,0,0,0,1,1,1,0;0,0,0,1,0,0,1,1,0;1,0,0,1,1,0,1,1,1;10
0,0,1,0,0,0,1,1,0;0,1,1,0,0,1,1,1,1;0,1,1,0,0,1,0,0,1;10
1,1,0,1,1,1,0,0,1;1,0,0,1,1,0,0,0,0;1,0,0,1,1,0,1,1,0;10
1,1,0,1,1,1,0,0,1;1,0,0,1,1,0,0,0,1;1,0,0,1,1,0,0,1,0;10
1,1,0,1,1,1,0,0,1;1,0,0,0,1,0,0,0,0;1,0,0,1,1,0,1,1,0;10
1,1,0,1,1,0,0,0,1;1,0,0,1,1,0,0,0,0;1,0,1,1,1,0,1,1,0;10
0,0,1,1,1,1,1,1,1;0,0,0,1,1,1,1,1,1;0,0,0,0,0,0,0,0,1;10
1,1,0,0,0,0,0,0,0;1,1,1,0,0,0,0,0,0;1,1,1,1,1,1,1,1,0;10
1,1,0,0,0,0,0,0,1;1,1,1,0,0,0,0,0,0;1,1,1,1,1,1,1,1,0;10
1,1,0,0,0,0,0,0,0;1,1,1,0,0,0,0,0,0;1,0,1,1,1,1,1,1,0;10
1,1,0,0,0,0,0,0,0;1,1,1,0,0,0,0,0,1;1,1,1,1,0,1,1,1,0;10
0,0,0,1,1,0,0,0,0;1,1,0,1,1,0,1,1,0;1,1,0,1,1,0,1,1,1;10
1,1,1,0,0,1,1,1,1;0,0,1,0,0,1,0,0,1;0,0,1,0,0,1,0,0,0;10
1,1,1,0,0,1,1,1,1;0,0,1,0,1,0,0,0,1;0,0,1,0,0,1,0,0,0;10
1,1,1,0,0,1,1,1,1;0,0,1,0,0,1,0,0,1;0,1,1,0,0,1,0,0,0;10
1,1,1,0,0,1,1,1,1;0,0,1,0,0,1,0,0,1;0,0,1,1,0,0,0,0,0;10
0,0,0,0,0,0,0,0,0;1,1,1,1,1,0,1,0,0;1,1,1,1,1,0,1,0,0;10
1,1,1,1,1,1,1,1,1;0,0,0,0,0,1,0,1,1;0,0,0,0,0,1,0,1,1;10
1,1,1,1,1,1,0,1,1;0,0,0,0,0,1,0,1,1;0,0,0,1,0,1,0,1,1;10
1,1,1,1,1,1,1,1,1;0,0,0,0,0,1,1,0,1;0,0,0,0,0,1,0,1,1;10
1,1,0,1,1,1,1,1,1;0,0,0,0,0,1,0,1,1;0,0,0,0,0,1,0,1,1;10
1,1,1,0,1,1,0,1,1;0,1,1,0,1,1,1,1,1;0,0,1,0,1,1,1,1,1;10
0,0,0,1,0,0,1,0,0;1,0,0,1,0,0,0,0,0;1,1,0,1,0,0,0,0,0;10
0,0,0,1,0,0,1,0,0;1,0,0,1,0,0,0,0,1;1,1,0,0,0,0,0,0,0;10
0,0,0,1,0,0,1,0,0;1,0,0,1,0,0,1,0,0;1,1,0,1,0,0,0,0,0;10
0,0,0,0,0,0,1,0,0;1,0,0,1,0,0,0,0,0;1,1,1,1,0,0,0,0,0;10
0,0,1,0,0,1,0,1,1;0,0,0,0,1,1,0,1,1;0,0,0,0,0,0,0,0,1;10
1,1,0,1,1,0,1,0,0;1,1,1,1,0,0,1,0,0;1,1,1,1,1,1,1,1,0;10
1,1,0,1,1,0,1,1,0;1,1,1,0,0,0,1,0,0;1,1,1,1,1,1,1,1,0;10
1,1,0,1,0,0,1,0,0;1,1,1,1,1,0,1,0,0;1,1,1,1,1,1,1,1,0;10
1,1,0,1,1,0,1,0,0;0,1,1,1,0,0,1,0,0;1,1,1,1,1,1,1,1,0;10
0,0,0,1,1,1,1,1,1;1,1,0,1,1,1,1,1,1;1,0,0,1,1,1,1,1,1;10
1,1,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0;0,1,1,0,0,0,0,0,0;10
1,1,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0;0,1,1,0,0,0,0,1,0;10
0,1,1,0,0,0,1,0,0;0,0,1,0,0,0,0,0,0;0,1,1,0,0,0,0,0,0;10
1,1,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0;1,1,1,0,0,0,0,0,0;10
1,1,0,1,1,1,1,1,1;1,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0;10
0,0,1,0,0,0,0,0,0;0,1,1,1,1,1,1,0,1;1,1,1,1,1,1,1,1,1;10
0,0,1,0,0,0,0,0,0;0,0,1,1,1,1,1,0,1;1,1,1,1,1,1,1,1,1;10
0,0,1,0,0,0,0,0,0;0,1,1,1,1,1,1,0,1;1,1,1,1,1,1,0,1,1;10
0,0,1,0,0,0,0,0,0;0,1,1,1,1,1,1,0,1;0,1,1,1,1,1,1,1,1;10
0,0,0,0,0,0,1,0,1;0,0,0,0,0,1,1,1,1;0,1,1,1,1,1,1,1,1;10
1,1,1,1,1,1,0,1,0;1,1,1,1,1,0,0,0,0;1,0,0,0,0,0,0,0,0;10
1,1,0,1,1,1,0,1,0;1,1,1,1,1,0,1,0,0;1,0,0,0,0,0,0,0,0;10
1,1,1,1,1,1,0,0,0;1,1,1,1,1,0,0,0,0;1,0,0,1,0,0,0,0,0;10
1,1,1,1,1,1,0,1,0;1,1,0,1,1,0,0,0,0;1,0,0,0,1,0,0,0,0;10
0,0,1,0,0,1,0,1,1;0,1,1,0,0,1,0,0,0;0,0,0,0,0,1,0,0,0;10
1,1,0,1,1,0,1,0,0;1,0,0,1,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,1,0,1,1,1,1,0,0;1,0,0,1,1,0,1,1,1;1,1,0,1,1,0,1,1,1;10
1,1,0,1,1,0,1,1,0;1,0,0,1,0,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,0,0,1,1,1,1,0,0;1,0,0,1,1,0,1,1,1;1,1,1,1,1,0,1,1,1;10
1,1,0,1,1,1,1,1,1;1,1,0,1,1,1,1,1,0;0,0,0,0,1,0,1,1,0;10
0,0,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,1;1,1,1,1,0,1,0,0,1;10
0,0,0,0,0,0,0,0,0;0,0,1,0,1,0,0,0,1;1,1,1,1,0,1,0,0,1;10
0,0,1,1,0,0,0,0,0;0,0,1,0,0,0,0,0,1;0,1,1,1,0,1,0,0,1;10
0,0,1,0,0,0,0,1,0;0,0,1,0,0,0,0,0,1;1,1,1,0,0,1,0,0,1;10
0,0,1,1,1,1,1,1,1;1,1,1,1,1,1,0,1,1;0,0,1,0,1,0,0,0,0;10
1,1,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0;1,1,0,1,0,1,1,1,1;10
1,0,0,0,0,0,1,0,0;0,0,0,0,0,0,1,0,0;1,1,0,1,0,1,1,1,1;10
1,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;1,1,0,1,1,1,1,1,1;10
1,1,0,0,0,0,0,0,0;0,0,0,0,1,0,1,0,0;1,1,0,1,0,1,1,0,1;10
1,1,1,0,1,1,0,0,0;0,1,1,1,1,1,0,1,1;0,1,1,0,1,1,0,0,0;10
0,0,0,1,0,0,1,1,1;1,0,0,0,0,0,1,0,0;1,0,0,1,0,0,1,1,1;10
0,0,0,1,0,0,1,1,1;1,0,0,0,0,0,1,0,0;1,1,0,1,0,0,1,1,1;10
0,0,0,1,0,0,1,1,1;1,0,0,0,1,0,1,0,0;1,0,0,1,0,0,1,1,1;10
0,0,0,1,0,0,1,0,1;1,0,0,0,0,0,1,0,0;1,0,0,1,0,0,1,1,1;10
